City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Bambous Virieux,-20.3428,57.7575,79.0,100,75,14.97,MU,1619514532
Albany,42.6001,-73.9662,41.0,47,98,4.83,US,1619514823
Ushuaia,-54.8,-68.3,41.0,87,75,2.3,AR,1619514823
Mataura,-46.1927,168.8643,43.0,87,98,1.01,NZ,1619514823
Kavaratti,10.5669,72.642,84.99,72,100,5.59,IN,1619514823
Hobart,-42.8794,147.3294,57.2,67,20,5.75,AU,1619514756
Ponta do Sol,32.6667,-17.1,66.2,59,20,11.5,PT,1619514568
Busselton,-33.65,115.3333,73.99,64,5,1.99,AU,1619514824
Nikolskoye,59.7035,30.7861,39.2,81,90,8.95,RU,1619514825
Port Hardy,50.6996,-127.4199,46.4,93,75,4.61,CA,1619514825
Tromsø,69.6496,18.957,33.8,60,40,9.22,NO,1619514825
Necochea,-38.5473,-58.7368,51.75,87,0,7.63,AR,1619514825
Punta Arenas,-53.15,-70.9167,44.6,93,0,3.44,CL,1619514825
Kyabram,-36.3167,145.05,63.0,58,49,7.56,AU,1619514825
Tuktoyaktuk,69.4541,-133.0374,-1.37,93,6,8.79,CA,1619514826
Saskylakh,71.9167,114.0833,22.59,94,100,11.43,RU,1619514569
Zanjān,36.6736,48.4787,66.2,30,75,9.22,IR,1619514826
Sulangan,11.1373,123.7228,82.56,67,11,10.71,PH,1619514547
Rikitea,-23.1203,-134.9692,76.86,74,98,7.61,PF,1619514826
Beringovskiy,63.05,179.3167,29.1,98,75,4.16,RU,1619514826
Tashtyp,52.7939,89.8983,47.68,78,100,7.83,RU,1619514827
Cidreira,-30.1811,-50.2056,61.45,76,73,9.19,BR,1619514546
Fortuna,40.5982,-124.1573,43.0,100,1,5.75,US,1619514827
Tiksi,71.6872,128.8694,14.16,90,95,3.91,RU,1619514827
Port Alfred,-33.5906,26.891,71.85,68,49,17.52,ZA,1619514827
Puerto Peñasco,31.3167,-113.5333,63.0,61,93,4.0,MX,1619514827
Ocampo,21.65,-101.5,60.55,65,83,4.25,MX,1619514827
Yellowknife,62.456,-114.3525,0.0,78,20,6.91,CA,1619514827
Atuona,-9.8,-139.0333,79.7,74,91,16.35,PF,1619514827
Tadine,-21.55,167.8833,72.61,71,6,16.84,NC,1619514828
Ponta Delgada,37.7333,-25.6667,59.0,82,75,9.22,PT,1619514828
Arlit,18.7369,7.3853,101.89,6,61,6.69,NE,1619514828
Port Elizabeth,-33.918,25.5701,69.8,60,0,18.41,ZA,1619514828
Barstow,34.8986,-117.0228,51.8,50,1,21.85,US,1619514828
Villa del Rosario,7.8339,-72.4742,71.04,95,92,1.1,CO,1619514828
Jamestown,42.097,-79.2353,46.4,36,90,9.22,US,1619514829
Kruisfontein,-34.0033,24.7314,75.99,54,34,4.0,ZA,1619514829
Bismarck,46.8083,-100.7837,46.4,93,90,3.44,US,1619514829
Thompson,55.7435,-97.8558,32.0,93,90,13.8,CA,1619514829
Zeya,53.75,127.2667,49.91,78,81,12.15,RU,1619514830
Vestmannaeyjar,63.4427,-20.2734,44.6,87,40,6.91,IS,1619514830
Bluff,-46.6,168.3333,43.0,87,89,4.0,NZ,1619514830
Mar del Plata,-38.0023,-57.5575,55.0,93,40,3.44,AR,1619514830
Kapaa,22.0752,-159.319,69.8,88,1,5.75,US,1619514587
Merritt Island,28.5392,-80.672,71.01,73,20,8.05,US,1619514830
Asău,46.4333,26.4,42.01,60,100,2.37,RO,1619514615
Coahuayana Viejo,18.7333,-103.6833,70.79,62,8,2.53,MX,1619514830
San Patricio,28.017,-97.5169,77.0,88,90,10.36,US,1619514830
Port Blair,11.6667,92.75,86.94,59,39,5.57,IN,1619514831
Kaeo,-35.1,173.7833,55.99,92,100,3.0,NZ,1619514831
Srednekolymsk,67.45,153.6833,23.02,88,23,5.28,RU,1619514644
Vaini,-21.2,-175.2,77.0,94,75,9.22,TO,1619514831
Simao,22.7886,100.9748,79.86,40,94,4.79,CN,1619514831
Mahébourg,-20.4081,57.7,75.2,88,75,14.97,MU,1619514831
Atambua,-9.1061,124.8925,74.98,64,97,2.13,ID,1619514831
Yumen,40.2833,97.2,57.9,10,100,28.95,CN,1619514831
Wanaka,-44.7,169.15,37.99,79,52,4.59,NZ,1619514832
East London,-33.0153,27.9116,77.0,53,20,18.41,ZA,1619514832
New Norfolk,-42.7826,147.0587,55.0,81,3,3.24,AU,1619514832
Vallentuna,59.5344,18.0776,46.0,39,0,6.91,SE,1619514832
Hermanus,-34.4187,19.2345,64.99,86,67,8.93,ZA,1619514832
Khatanga,71.9667,102.5,30.15,93,100,17.2,RU,1619514832
Saint-Philippe,-21.3585,55.7679,78.8,78,75,21.85,RE,1619514832
Keflavik,64.0049,-22.5624,44.6,87,90,8.05,IS,1619514832
Chokurdakh,70.6333,147.9167,21.83,93,100,5.93,RU,1619514619
Varkaus,62.3153,27.873,37.4,60,75,8.05,FI,1619514833
Contai,21.7786,87.7536,91.35,52,0,18.95,IN,1619514833
Avarua,-21.2078,-159.775,71.6,100,94,2.3,CK,1619514833
Hithadhoo,-0.6,73.0833,83.1,59,35,2.98,MV,1619514833
Esperance,-33.8667,121.9,73.4,46,100,8.05,AU,1619514553
Luganville,-15.5333,167.1667,76.05,76,84,8.81,VU,1619514833
Mount Isa,-20.7333,139.5,84.2,28,40,5.75,AU,1619514834
Guadix,37.2993,-3.1392,54.0,77,98,1.01,ES,1619514834
Fort Dodge,42.4975,-94.168,51.8,71,75,6.91,US,1619514834
Puerto Ayora,-0.7393,-90.3518,74.23,91,16,4.81,EC,1619514834
Flinders,-34.5833,150.8552,64.99,76,17,1.01,AU,1619514834
Lüderitz,-26.6481,15.1594,70.21,49,96,10.13,NA,1619514834
Cap Malheureux,-19.9842,57.6142,79.0,81,100,10.0,MU,1619514564
Kahului,20.8947,-156.47,66.2,88,1,2.53,US,1619514835
Nefteyugansk,61.0998,72.6035,53.6,32,0,13.42,RU,1619514835
Annau,37.8876,58.516,95.0,13,40,4.61,TM,1619514835
Barrow,71.2906,-156.7887,17.6,79,90,9.22,US,1619514835
Butaritari,3.0707,172.7902,82.13,77,36,11.72,KI,1619514835
Severo-Kuril'sk,50.6789,156.125,34.77,97,100,14.18,RU,1619514544
Santa Helena de Goiás,-17.8136,-50.5969,65.07,75,57,5.19,BR,1619514835
Cape Town,-33.9258,18.4232,69.01,77,20,5.75,ZA,1619514754
Hambantota,6.1241,81.1185,89.6,70,40,10.36,LK,1619514767
Altus,34.6381,-99.334,69.8,73,1,12.66,US,1619514836
Bemidji,47.4736,-94.8803,37.99,100,90,3.44,US,1619514836
Chui,-33.6971,-53.4616,50.52,87,4,7.7,UY,1619514836
Lengshuitan,26.4111,111.5956,64.36,85,100,1.68,CN,1619514836
Machalí,-34.1833,-70.6667,57.15,35,0,1.99,CL,1619514836
Poplar Bluff,36.757,-90.3929,62.6,67,1,8.05,US,1619514836
Saryg-Sep,51.5,95.6,52.3,25,82,7.43,RU,1619514837
Yatou,37.15,122.3833,58.46,80,49,9.6,CN,1619514837
Craig,40.5153,-107.5464,42.8,65,1,2.73,US,1619514837
Mīrābād,30.4362,61.8383,97.59,9,96,3.76,AF,1619514837
Kenai,60.5544,-151.2583,39.99,56,1,3.44,US,1619514837
São Filipe,14.8961,-24.4956,71.02,77,21,6.73,CV,1619514837
Beira,-19.8436,34.8389,86.0,62,40,1.79,MZ,1619514837
Midland,31.9974,-102.0779,69.8,73,1,14.97,US,1619514837
Provideniya,64.3833,-173.3,32.67,88,5,4.07,RU,1619514838
Dikson,73.5069,80.5464,31.86,97,100,17.94,RU,1619514838
Half Moon Bay,37.4636,-122.4286,50.0,87,75,6.91,US,1619514838
Kirakira,-10.4544,161.9205,78.08,87,100,7.18,SB,1619514838
Granada,37.25,-3.25,57.0,77,100,1.01,ES,1619514838
Saint-François,46.4154,3.9054,63.0,47,0,3.44,FR,1619514838
Chepareria,1.3077,35.2039,69.37,73,100,5.03,KE,1619514838
Oranjemund,-28.55,16.4333,67.5,61,99,6.29,NA,1619514608
St. George's,12.0564,-61.7485,77.0,88,75,9.22,GD,1619514839
Oktyabr'skoye,43.0645,44.7417,51.8,71,90,4.47,RU,1619514839
Powell River,49.8496,-124.5361,50.0,81,75,3.44,CA,1619514839
George Town,5.4112,100.3354,86.0,70,20,4.61,MY,1619514684
Henties Bay,-22.116,14.2845,64.0,85,3,3.0,NA,1619514839
Dzilam González,21.2833,-88.9333,72.1,92,0,5.86,MX,1619514839
Olafsvik,64.8945,-23.7142,43.52,87,28,7.67,IS,1619514839
Homer,59.6425,-151.5483,46.0,64,1,5.75,US,1619514839
Wuchi,29.3786,103.023,56.77,78,89,3.98,CN,1619514839
Grindavik,63.8424,-22.4338,44.6,87,90,8.05,IS,1619514840
Kaitangata,-46.2817,169.8464,44.01,83,97,1.99,NZ,1619514840
Bredasdorp,-34.5322,20.0403,64.4,77,74,8.05,ZA,1619514840
Tautira,-17.7333,-149.15,78.8,78,0,1.14,PF,1619514840
Aasiaat,68.7098,-52.8699,32.07,96,100,13.33,GL,1619514840
Katsuura,35.1333,140.3,64.99,67,75,20.71,JP,1619514840
Okhotsk,59.3833,143.3,28.0,87,85,4.12,RU,1619514840
Taicheng,38.731,113.228,55.45,11,1,22.21,CN,1619514840
Broome,42.2506,-75.833,35.01,80,90,8.05,US,1619514841
Ancud,-41.8697,-73.8203,53.6,94,90,9.22,CL,1619514841
Vardø,70.3705,31.1107,30.2,86,75,10.36,NO,1619514593
Sturgis,41.7992,-85.4192,57.2,62,75,8.05,US,1619514841
Anáhuac,27.2333,-100.15,72.99,88,70,13.29,MX,1619514841
Lebu,-37.6167,-73.65,52.47,80,24,5.41,CL,1619514841
Pemba,-12.974,40.5178,84.2,74,40,10.36,MZ,1619514841
Yelizovo,53.1873,158.3805,35.6,100,90,6.71,RU,1619514841
Maslovare,44.5656,17.5336,46.4,93,90,5.75,BA,1619514842
Trairi,-3.2778,-39.2689,73.6,93,80,6.31,BR,1619514842
Lorengau,-2.0226,147.2712,82.38,73,98,7.38,PG,1619514627
Charters Towers,-20.1,146.2667,68.79,64,97,8.19,AU,1619514842
Cabo San Lucas,22.8909,-109.9124,70.0,56,100,15.57,MX,1619514842
Clyde River,70.4692,-68.5914,24.8,100,90,3.44,CA,1619514842
Darhan,49.4867,105.9228,47.07,35,100,18.84,MN,1619514842
Airai,-8.9266,125.4092,63.34,71,94,1.34,TL,1619514843
Meulaboh,4.1363,96.1285,84.52,72,100,7.63,ID,1619514843
Luorong,24.4058,109.6086,65.98,89,100,4.83,CN,1619514843
Qaanaaq,77.484,-69.3632,31.78,71,99,8.48,GL,1619514843
Rawson,-43.3002,-65.1023,59.32,52,21,8.77,AR,1619514614
Iqaluit,63.7506,-68.5145,14.0,73,20,2.3,CA,1619514843
Arraial do Cabo,-22.9661,-42.0278,73.4,94,75,10.36,BR,1619514843
Aklavik,68.2191,-135.0107,14.0,52,15,6.91,CA,1619514552
Bosaso,11.2842,49.1816,84.2,89,40,14.97,SO,1619514844
Barguzin,53.6167,109.6167,32.31,57,28,12.75,RU,1619514844
Geraldton,-28.7667,114.6,80.6,44,8,14.97,AU,1619514844
Buala,-8.145,159.5921,80.47,81,95,3.85,SB,1619514845
Linares,-35.85,-71.6,47.57,71,0,1.34,CL,1619514845
Luocheng,29.3848,104.0286,78.94,39,23,7.72,CN,1619514565
Carnarvon,-24.8667,113.6333,80.6,69,0,11.5,AU,1619514559
Coyhaique,-45.5752,-72.0662,50.4,97,100,6.02,CL,1619514845
Narsaq,60.9167,-46.05,35.6,93,75,3.44,GL,1619514845
Båtsfjord,70.6345,29.7185,33.8,69,75,4.61,NO,1619514846
Puerto Madryn,-42.7692,-65.0385,59.65,53,10,12.55,AR,1619514846
Mana,5.6592,-53.7767,76.12,92,100,6.64,GF,1619514846
Requena,39.4883,-1.1004,64.0,95,36,3.0,ES,1619514846
Bengkulu,-3.8004,102.2655,83.95,76,38,6.02,ID,1619514846
Itaueira,-7.6033,-43.0256,72.03,79,17,4.34,BR,1619514846
Klaksvík,62.2266,-6.589,42.8,87,90,6.91,FO,1619514567
Puri,19.8,85.85,102.2,35,20,4.61,IN,1619514847
Zhigalovo,54.8097,105.1578,37.72,53,100,10.47,RU,1619514847
Gmina Jędrzejów,50.6394,20.3045,48.99,34,4,3.0,PL,1619514847
Kochubey,44.3861,46.5825,56.14,59,100,11.21,RU,1619514847
Mehamn,71.0357,27.8492,32.0,74,75,8.05,NO,1619514847
Piaçabuçu,-10.4056,-36.4344,75.87,85,41,1.81,BR,1619514847
Muros,42.7762,-9.0603,57.99,78,30,5.97,ES,1619514847
Paamiut,61.994,-49.6678,33.78,75,6,7.92,GL,1619514848
Huarmey,-10.0681,-78.1522,65.19,93,11,8.39,PE,1619514848
Sampit,-2.5333,112.95,82.02,84,98,3.04,ID,1619514848
Yangi Marg`ilon,40.4272,71.7189,84.2,14,0,6.91,UZ,1619514848
Kapuskasing,49.4169,-82.4331,37.4,64,100,3.44,CA,1619514848
Zhaotong,27.3167,103.7167,66.97,43,65,6.22,CN,1619514848
Ribeira Grande,38.5167,-28.7,60.8,77,75,8.05,PT,1619514848
Fuerte Olimpo,-21.0415,-57.8738,54.59,78,0,5.06,PY,1619514848
Manono,-7.3,27.4167,72.61,92,100,4.41,CD,1619514848
Ixtapa,20.7,-105.2,75.0,82,82,3.31,MX,1619514849
Andra,62.5147,65.8878,36.55,98,100,7.85,RU,1619514849
Vostok,46.4856,135.8833,56.62,36,98,3.04,RU,1619514849
Naze,28.3667,129.4833,71.6,60,20,5.75,JP,1619514598
Muroto-misakicho,33.2833,134.15,66.2,55,75,8.05,JP,1619514818
Loralai,30.3705,68.598,87.67,10,15,8.23,PK,1619514849
Blythe,33.6103,-114.5964,55.4,47,40,3.44,US,1619514849
Kyaikkami,16.08,97.5675,83.5,72,100,8.7,MM,1619514849
Kumul,42.8,93.45,66.13,9,0,10.87,CN,1619514850
Wynyard,-41.0,145.7167,53.01,80,0,3.0,AU,1619514850
Lambaréné,-0.7001,10.2406,77.14,93,100,1.54,GA,1619514850
Honiara,-9.4333,159.95,78.8,87,97,5.1,SB,1619514850
Camden,39.7835,-74.9663,46.99,81,70,2.91,US,1619514850
Emerald,-23.5333,148.1667,77.0,29,67,8.05,AU,1619514761
Vila Velha,-20.3297,-40.2925,73.4,94,0,2.3,BR,1619514850
Chumikan,54.7183,135.315,31.21,91,100,10.98,RU,1619514851
Aripuanã,-9.1667,-60.6333,70.93,98,100,2.19,BR,1619514851
Beyneu,45.3167,55.2,79.23,32,80,18.39,KZ,1619514851
Havelock,34.8791,-76.9013,63.0,93,20,5.64,US,1619514851
Businga,3.3333,20.8833,88.92,50,69,3.94,CD,1619514851
Faya,18.3851,42.4509,71.6,67,75,9.22,SA,1619514596
Grenfell,-33.9,148.1667,54.5,47,0,3.42,AU,1619514851
Effingham County,32.3669,-81.3332,53.6,100,1,3.58,US,1619514851
Hilo,19.7297,-155.09,69.8,83,40,3.44,US,1619514851
Gudāri,19.35,83.7833,109.63,11,8,0.78,IN,1619514852
Saint George,37.1041,-113.5841,46.4,87,90,11.5,US,1619514852
Jardim,-21.4803,-56.1381,54.81,70,0,3.33,BR,1619514852
Conceição da Barra,-18.5933,-39.7322,69.98,94,24,2.37,BR,1619514852
Shimoda,34.6667,138.95,64.99,52,75,14.97,JP,1619514852
Upernavik,72.7868,-56.1549,33.98,85,100,19.19,GL,1619514852
Astrea,9.4983,-73.9759,73.6,96,100,2.89,CO,1619514852
Lata,40.1629,-8.3327,64.99,96,92,1.01,PT,1619514852
Nhulunbuy,-12.2333,136.7667,80.6,89,75,4.61,AU,1619514853
Jinchang,38.4953,102.1739,52.5,18,66,20.6,CN,1619514779
Sitka,57.0531,-135.33,46.4,66,75,4.61,US,1619514853
The Valley,18.217,-63.0578,78.8,73,20,6.91,AI,1619514853
Pangnirtung,66.1451,-65.7125,24.98,96,100,5.5,CA,1619514854
Port Lincoln,-34.7333,135.8667,63.1,72,49,6.64,AU,1619514854
Castro,-24.7911,-50.0119,56.71,95,97,2.91,BR,1619514854
Dingle,10.9995,122.6711,85.1,61,27,11.88,PH,1619514661
Talnakh,69.4865,88.3972,30.0,79,11,12.39,RU,1619514854
Mount Gambier,-37.8333,140.7667,55.4,94,90,9.22,AU,1619514854
Skibbereen,51.55,-9.2667,50.0,71,75,12.66,IE,1619514854
Miles City,46.4083,-105.8406,39.2,87,1,6.91,US,1619514855
Great Malvern,52.1116,-2.3252,51.01,61,79,5.01,GB,1619514855
Berekum,7.4534,-2.584,75.87,87,100,5.53,GH,1619514855
Caribou,46.8606,-68.012,37.4,87,90,14.97,US,1619514562
Saldanha,-33.0117,17.9442,66.2,77,4,4.61,ZA,1619514855
Manado,1.487,124.8455,78.8,89,20,1.14,ID,1619514855
Bubaque,11.2833,-15.8333,77.72,64,8,7.47,GW,1619514647
Puerto Palomas,31.7667,-107.6167,62.6,22,75,8.05,MX,1619514855
Longyearbyen,78.2186,15.6401,17.6,62,40,10.36,SJ,1619514855
Port Said,31.2565,32.2841,68.0,60,40,11.5,EG,1619514856
Grand-Lahou,5.1367,-5.0242,83.03,78,96,4.97,CI,1619514856
Show Low,34.2542,-110.0298,46.4,36,20,11.5,US,1619514838
Peto,20.1333,-88.9167,70.43,99,5,2.84,MX,1619514857
Dalbandin,28.8947,64.4101,97.66,8,91,6.62,PK,1619514857
Hong Kong,22.2855,114.1577,75.99,88,100,1.99,HK,1619514674
Vao,-22.6667,167.4833,73.08,64,3,21.09,NC,1619514857
Bacungan,9.9106,118.7022,87.8,70,20,11.5,PH,1619514857
Torbay,47.6666,-52.7314,45.0,100,90,23.02,CA,1619514858
Victor Harbor,-35.5667,138.6167,57.0,82,0,2.28,AU,1619514858
Sol'-Iletsk,51.1631,54.9918,48.79,82,100,5.44,RU,1619514858
Bikramganj,25.2,84.25,107.55,2,100,11.63,IN,1619514680
Ponnāni,10.767,75.9252,86.0,74,75,5.75,IN,1619514858
Ambon City,-3.6954,128.1814,84.2,70,40,5.75,ID,1619514858
Bethel,41.3712,-73.414,44.6,36,75,3.44,US,1619514773
Raudeberg,61.9875,5.1352,46.0,56,18,17.47,NO,1619514858
North Las Vegas,36.1989,-115.1175,57.2,47,1,9.22,US,1619514858
Rovaniemi,66.5,25.7167,33.8,64,40,10.36,FI,1619514859
Luau,-10.7073,22.2247,72.21,76,100,4.61,AO,1619514859
Praia da Vitória,38.7333,-27.0667,61.0,77,75,12.37,PT,1619514859
Omboué,-1.5746,9.2618,84.51,71,100,3.6,GA,1619514567
Manaure,11.7751,-72.4445,78.84,76,99,8.59,CO,1619514859
Pevek,69.7008,170.3133,26.04,97,100,8.86,RU,1619514859
Tura,25.5198,90.2201,101.17,11,1,8.1,IN,1619514859
Kathu,7.9178,98.3332,88.0,74,40,8.05,TH,1619514860
Luxor,25.6989,32.6421,80.6,34,0,4.61,EG,1619514860
Payakumbuh,-0.2202,100.6308,79.34,85,89,2.1,ID,1619514860
